Jump,retOpen,Returns(120mins),Returns(90mins),Returns(60mins),Returns(30mins),Returns(15mins),ATR,EndBars,Target
0.998843,0.0075,-0.045002,-0.010002,-0.012501,-0.014999,-0.002502,0.320846,16,2
0.998843,0.017502,-0.022499,0.005001,-0.0075,0.0075,0.010002,0.320846,15,1
0.998843,0.029999,0.012497,0.009998,0.0075,0.022499,0.012497,0.320846,14,1
0.998843,0.022499,0.009998,-0.002502,0.012497,0.004997,-0.0075,0.320846,13,1
0.998843,0.029999,0.009998,0.0075,0.022499,0,0.0075,0.320846,12,1
0.998843,0.0425,0.017498,0.032497,0.024998,0.02,0.012501,0.320846,11,1
0.998843,0.037502,0.015003,0.030003,0.007504,0.007504,-0.004997,0.320846,10,1
0.998843,0.035,0.024998,0.017498,0.012501,-0.0075,-0.002502,0.320846,9,1
0.998843,0.032501,0.025002,0.002502,0.002502,-0.005001,-0.002499,0.320846,8,1
0.998843,0.037502,0.02,0.015003,-0.004997,0.002502,0.005001,0.320846,7,1
0.998843,0.014999,-0.014999,-0.014999,-0.022503,-0.017502,-0.022503,0.320846,6,2
0.998843,0.010002,-0.012497,-0.032497,-0.024998,-0.0275,-0.004997,0.320846,5,2
0.998843,0.005001,-0.024998,-0.032501,-0.0275,-0.009998,-0.005001,0.320846,4,2
0.998843,-0.017498,-0.059998,-0.052498,-0.055,-0.0275,-0.022499,0.320846,3,2
0.998843,0,-0.037502,-0.032501,-0.014999,-0.005001,0.017498,0.320846,2,2
0.998843,-0.024998,-0.059998,-0.0625,-0.035,-0.0075,-0.024998,0.266885,1,2
0.998304,0.0825,0.055,0.0275,-0.002499,0.0075,0.014999,0.266885,24,4
0.998304,0.092499,0.044998,0.032501,0,0.024998,0.009998,0.266885,23,4
0.998304,0.084999,0.029999,0,0.009998,0.002499,-0.0075,0.266885,22,4
0.998304,0.102501,0.042503,0.010002,0.035,0.010002,0.017502,0.266885,21,4
0.998304,0.1175,0.032501,0.0425,0.035,0.032501,0.014999,0.266885,20,4
0.998304,0.137501,0.045002,0.07,0.045002,0.035,0.02,0.266885,19,3
0.998304,0.119999,0.044998,0.037498,0.035,0.002499,-0.017502,0.266885,18,4
0.998304,0.105,0.037498,0.012501,0.002499,-0.032501,-0.014999,0.266885,17,4
0.998304,0.092499,0.009998,0.0075,-0.025002,-0.0275,-0.012501,0.266885,16,4
0.998304,0.084999,-0.0075,-0.017502,-0.052502,-0.02,-0.0075,0.266885,15,4
0.998304,0.09,0.005001,-0.0275,-0.029999,-0.002499,0.005001,0.266885,14,4
0.998304,0.094997,-0.007504,-0.042503,-0.010002,0.009998,0.004997,0.266885,13,4
0.998304,0.099998,-0.017502,-0.02,0.0075,0.009998,0.005001,0.266885,12,4
0.998304,0.105,-0.032501,0,0.02,0.010002,0.005001,0.266885,11,4
0.998304,0.09,-0.029999,-0.002499,0,-0.009998,-0.014999,0.266885,10,4
0.998304,0.084999,-0.02,0,-0.009998,-0.02,-0.005001,0.266885,9,4
0.998304,0.0825,-0.009998,-0.0075,-0.017498,-0.0075,-0.002499,0.266885,8,4
0.998304,0.1525,0.067501,0.057503,0.047501,0.067501,0.07,0.266885,7,3
0.998304,0.122498,0.032497,0.022499,0.032497,0.039997,-0.030003,0.266885,6,4
0.998304,0.165001,0.070004,0.060001,0.080002,0.012501,0.042503,0.266885,5,3
0.998304,0.197498,0.0975,0.107498,0.114998,0.075001,0.032497,0.266885,4,2
0.998304,0.1875,0.0825,0.102501,0.035,0.022499,-0.009998,0.266885,3,2
0.998304,0.237499,0.147499,0.154999,0.115002,0.040001,0.049999,0.266885,2,2
0.998304,0.2225,0.137501,0.07,0.057499,0.035,-0.014999,0.269539,1,2
0.99744,0.0975,0.025002,-0.029999,-0.057499,-0.012497,0.007504,0.269539,24,1
0.99744,0.0975,-0.0075,-0.057499,-0.0425,0.007504,0,0.269539,23,1
0.99744,0.0975,-0.029999,-0.057499,-0.012497,0,0,0.269539,22,1
0.99744,0.087498,-0.067501,-0.052502,-0.002499,-0.010002,-0.010002,0.269539,21,2
0.99744,0.094997,-0.060001,-0.014999,-0.002502,-0.002502,0.0075,0.269539,20,1
0.99744,0.107498,-0.032501,0.017502,0.009998,0.02,0.012501,0.269539,19,1
0.99744,0.105,-0.004997,0.0075,0.0075,0.010002,-0.002499,0.269539,18,1
0.99744,0.072498,-0.017498,-0.025002,-0.014999,-0.035,-0.032501,0.269539,17,2
0.99744,0.077499,-0.02,-0.02,-0.017498,-0.0275,0.005001,0.269539,16,2
0.99744,0.082497,-0.015003,-0.005001,-0.025002,0.009998,0.004997,0.269539,15,2
0.99744,0.039997,-0.057503,-0.055,-0.065002,-0.037502,-0.0425,0.269539,14,2
0.99744,0.047497,-0.040001,-0.060001,-0.025002,-0.035,0.0075,0.269539,13,2
0.99744,0.035,-0.059998,-0.07,-0.0425,-0.004997,-0.012497,0.269539,12,2
0.99744,0.0625,-0.044998,-0.009998,-0.019997,0.015003,0.0275,0.269539,11,2
0.99744,0.07,-0.035,-0.0075,0.030003,0.035,0.0075,0.269539,10,2
0.99744,0.047497,-0.025002,-0.035,0,-0.015003,-0.022503,0.269539,9,2
0.99744,0.054996,-0.022503,0.014999,0.019997,-0.015003,0.0075,0.269539,8,2
0.99744,0.052498,-0.029999,0.005001,-0.010002,0.005001,-0.002499,0.269539,7,2
0.99744,0.044998,0.005001,0.009998,-0.025002,-0.009998,-0.0075,0.269539,6,2
0.99744,0.039997,-0.0075,-0.022503,-0.0075,-0.012501,-0.005001,0.269539,5,2
0.99744,0.057499,0.022499,-0.012501,0.002502,0.012501,0.017502,0.269539,4,2
0.99744,0.049999,-0.012501,0.002502,-0.002499,0.010002,-0.0075,0.269539,3,2
0.99744,0.059998,-0.010002,0.005001,0.014999,0.002499,0.009998,0.269539,2,2
0.99744,0.049999,0.002502,-0.002499,0.010002,0,-0.009998,0.245279,1,2
0.99756,0.040001,-0.022499,-0.025002,-0.014999,-0.0075,-0.005001,0.245279,24,0
0.99756,0.035004,-0.014999,-0.024998,-0.0075,-0.009998,-0.004997,0.245279,23,0
0.99756,-0.004997,-0.07,-0.059998,-0.052498,-0.044998,-0.040001,0.245279,22,0
0.99756,-0.029999,-0.09,-0.072502,-0.075001,-0.065002,-0.025002,0.245279,21,0
0.99756,-0.072498,-0.127499,-0.119999,-0.112499,-0.067501,-0.0425,0.245279,20,0
0.99756,-0.07,-0.112503,-0.115002,-0.105003,-0.040001,0.002499,0.245279,19,0
0.99756,-0.122498,-0.169998,-0.162498,-0.1175,-0.049999,-0.052498,0.245279,18,0
0.99756,-0.122498,-0.1675,-0.157501,-0.092499,-0.052498,0,0.245279,17,0
0.99756,-0.1675,-0.2075,-0.162502,-0.095001,-0.045002,-0.045002,0.245279,16,0
0.99756,-0.2225,-0.257504,-0.192501,-0.1525,-0.100002,-0.055,0.245279,15,0
0.99756,-0.252499,-0.247501,-0.18,-0.130001,-0.084999,-0.029999,0.245279,14,0
0.99756,-0.304996,-0.274998,-0.234997,-0.182499,-0.082497,-0.052498,0.245279,13,1
0.99756,-0.23,-0.157501,-0.107502,-0.0625,0.022499,0.074997,0.245279,12,0
0.99756,-0.289997,-0.219997,-0.1675,-0.067497,0.014999,-0.059998,0.245279,11,0
0.99756,-0.274998,-0.1525,-0.107498,-0.022499,-0.044998,0.014999,0.245279,10,0
0.99756,-0.269997,-0.147499,-0.047497,0.035,0.02,0.005001,0.245279,9,0
0.99756,-0.2575,-0.09,-0.005001,-0.0275,0.017498,0.012497,0.245279,8,0
0.99756,-0.289997,-0.067497,0.014999,0,-0.02,-0.032497,0.245279,7,0
0.99756,-0.329998,-0.077499,-0.099998,-0.055,-0.072498,-0.040001,0.245279,6,1
0.99756,-0.299999,0.004997,-0.010002,-0.030003,-0.010002,0.029999,0.245279,5,1
0.99756,-0.324997,-0.094997,-0.049999,-0.067497,0.005001,-0.024998,0.245279,4,1
0.99756,-0.334999,-0.045002,-0.065002,-0.045002,-0.035,-0.010002,0.245279,3,1
0.99756,-0.329998,-0.055,-0.072498,0,-0.005001,0.005001,0.245279,2,1
0.99756,-0.3825,-0.112503,-0.092503,-0.0825,-0.047501,-0.052502,0.318335,1,2
1.000167,0.040001,0.105003,0.102501,0.085003,-0.0275,-0.009998,0.318335,24,3
1.000167,0.114998,0.1675,0.177498,0.109997,0.064999,0.074997,0.318335,23,2
1.000167,0.0825,0.145,0.127502,0.014999,0.0425,-0.032497,0.318335,22,2
1.000167,0.052498,0.114998,0.047497,0.002499,-0.0625,-0.030003,0.318335,21,3
1.000167,0.105,0.150002,0.037498,0.064999,0.022499,0.052502,0.318335,20,2
1.000167,0.0975,0.092499,0.047501,-0.017498,0.045002,-0.0075,0.318335,19,2
1.000167,0.07,0.002499,0.029999,-0.012501,-0.035,-0.0275,0.318335,18,2
1.000167,0.079998,0.029999,-0.035,0.0275,-0.017502,0.009998,0.318335,17,2
1.000167,0.064999,0.024998,-0.017502,-0.040001,-0.005001,-0.014999,0.318335,16,2
1.000167,0.079998,-0.035,0.0275,-0.017502,0,0.014999,0.318335,15,2
1.000167,0.09,0.0075,-0.014999,0.02,0.025002,0.010002,0.318335,14,2
1.000167,0.052498,0,-0.045002,-0.0275,-0.0275,-0.037502,0.318335,13,3
1.000167,0.055,-0.049999,-0.014999,-0.009998,-0.035,0.002502,0.318335,12,3
1.000167,0.07,-0.0275,-0.009998,-0.009998,0.017502,0.014999,0.318335,11,2
1.000167,0.084999,0.014999,0.02,-0.005001,0.029999,0.014999,0.318335,10,2
1.000167,0.075001,-0.004997,-0.004997,0.022503,0.005001,-0.009998,0.318335,9,2
1.000167,0.084999,0.02,-0.005001,0.029999,0,0.009998,0.318335,8,2
1.000167,0.157501,0.077503,0.105003,0.087502,0.0825,0.072502,0.318335,7,1
1.000167,0.122498,0.032497,0.067497,0.037498,0.037498,-0.035004,0.318335,6,2
1.000167,0.139999,0.087502,0.07,0.064999,-0.017502,0.017502,0.318335,5,2
1.000167,0.139999,0.084999,0.055,0.055,0.017502,0,0.318335,4,2
1.000167,0.169998,0.099998,0.094997,0.012497,0.029999,0.029999,0.318335,3,1
1.000167,0.184998,0.099998,0.099998,0.0625,0.044998,0.014999,0.318335,2,1
1.000167,0.099998,0.024998,-0.057503,-0.040001,-0.07,-0.084999,0.313126,1,2
0.998626,0.0975,0.07,0.094997,0.057499,0.014999,0.0075,0.313126,24,2
0.998626,0.100002,0.110001,0.080002,0.035,0.010002,0.002502,0.313126,23,2
0.998626,0.110001,0.107498,0.07,0.0275,0.012501,0.009998,0.313126,22,2
0.998626,0.105,0.084999,0.039997,0.014999,0.004997,-0.005001,0.313126,21,2
0.998626,0.107502,0.067501,0.025002,0.010002,-0.002499,0.002502,0.313126,20,2
0.998626,0.127502,0.0625,0.037502,0.0275,0.022503,0.02,0.313126,19,1
0.998626,0.110001,0.0275,0.012501,0,0.002499,-0.017502,0.313126,18,2
0.998626,0.050003,-0.039997,-0.049999,-0.054996,-0.077499,-0.059998,0.313126,17,2
0.998626,0.045002,-0.052498,-0.064999,-0.0625,-0.064999,-0.005001,0.313126,16,2
0.998626,0.055,-0.045002,-0.049999,-0.072502,0.004997,0.009998,0.313126,15,2
0.998626,0.080002,-0.029999,-0.0275,-0.029999,0.035,0.025002,0.313126,14,2
0.998626,0.075001,-0.029999,-0.052502,0.024998,0.02,-0.005001,0.313126,13,2
0.998626,0.045002,-0.0625,-0.064999,0,-0.035,-0.029999,0.313126,12,2
0.998626,0.032501,-0.095001,-0.017502,-0.022499,-0.0425,-0.012501,0.313126,11,2
0.998626,0.050003,-0.059998,0.005001,-0.029999,0.005001,0.017502,0.313126,10,2
0.998626,-0.012497,-0.0625,-0.067497,-0.087498,-0.044998,-0.0625,0.313126,9,3
0.998626,0.037502,-0.0075,-0.0425,-0.0075,-0.012501,0.049999,0.313126,8,2
0.998626,0.060001,0.005001,-0.014999,0.0275,0.072498,0.022499,0.313126,7,2
0.998626,0.060001,-0.02,0.014999,0.009998,0.022499,0,0.313126,6,2
0.998626,0.095001,0.02,0.0625,0.107498,0.035,0.035,0.313126,5,2
0.998626,0.105,0.059998,0.054996,0.067497,0.044998,0.009998,0.313126,4,2
0.998626,0.107502,0.075001,0.119999,0.047501,0.012501,0.002502,0.313126,3,2
0.998626,0.110001,0.059998,0.072498,0.049999,0.005001,0.002499,0.313126,2,2
0.998626,0.07,0.082497,0.009998,-0.025002,-0.037502,-0.040001,0.278595,1,2
1.003916,-0.107498,0.049999,0.0275,-0.024998,0.002502,-0.002499,0.278595,24,4
1.003916,-0.067497,0.0625,0.067501,0.025002,0.037502,0.040001,0.278595,23,3
1.003916,-0.059998,0.075001,0.022503,0.050003,0.047501,0.0075,0.278595,22,3
1.003916,-0.055,0.079998,0.037498,0.049999,0.012497,0.004997,0.278595,21,3
1.003916,-0.022499,0.060001,0.087502,0.084999,0.037498,0.032501,0.278595,20,2
1.003916,-0.014999,0.077499,0.09,0.052498,0.040001,0.0075,0.278595,19,2
1.003916,0.005001,0.115002,0.112499,0.064999,0.0275,0.02,0.278595,18,2
1.003916,0.014999,0.119999,0.082497,0.07,0.029999,0.009998,0.278595,17,2
1.003916,-0.012501,0.094997,0.047497,0.009998,-0.017502,-0.0275,0.278595,16,2
1.003916,0.005001,0.072498,0.060001,0.02,-0.009998,0.017502,0.278595,15,2
1.003916,0.005001,0.064999,0.0275,0,0.017502,0,0.278595,14,2
1.003916,-0.009998,0.045002,0.005001,-0.024998,-0.014999,-0.014999,0.278595,13,2
1.003916,0.014999,0.037498,0.009998,0.0275,0.009998,0.024998,0.278595,12,2
1.003916,-0.004997,0.010002,-0.019997,-0.009998,0.005001,-0.019997,0.278595,11,2
1.003916,-0.0075,-0.012501,0.005001,-0.012501,-0.022499,-0.002502,0.278595,10,2
1.003916,-0.039997,-0.054996,-0.044998,-0.029999,-0.035,-0.032497,0.278595,9,2
1.003916,-0.032497,-0.019997,-0.037498,-0.047497,-0.024998,0.0075,0.278595,8,2
1.003916,-0.022499,-0.0275,-0.012501,-0.017502,0.017498,0.009998,0.278595,7,2
1.003916,-0.004997,-0.009998,-0.019997,0.002502,0.0275,0.017502,0.278595,6,2
1.003916,0.014999,0.024998,0.019997,0.054996,0.037498,0.019997,0.278595,5,2
1.003916,0.02,0.005001,0.0275,0.052498,0.024998,0.005001,0.278595,4,2
1.003916,0.02,0.024998,0.059998,0.0425,0.005001,0,0.278595,3,2
1.003916,0,0.0075,0.032497,0.004997,-0.02,-0.02,0.278595,2,2
1.003916,-0.012501,0.027496,0.009998,-0.0275,-0.032501,-0.012501,0.277072,1,2
0.999917,-0.195,-0.1325,-0.122498,-0.057499,-0.0275,-0.004997,0.277072,24,2
0.999917,-0.185001,-0.122501,-0.107502,-0.029999,0.005001,0.009998,0.277072,23,2
0.999917,-0.177502,-0.105,-0.040001,-0.010002,0.017498,0.0075,0.277072,22,2
0.999917,-0.215,-0.137501,-0.059998,-0.024998,-0.029999,-0.037498,0.277072,21,2
0.999917,-0.220001,-0.0825,-0.052502,-0.025002,-0.0425,-0.005001,0.277072,20,3
0.999917,-0.25,-0.094997,-0.059998,-0.064999,-0.035,-0.029999,0.277072,19,3
0.999917,-0.2225,-0.055,-0.0275,-0.044998,-0.002499,0.0275,0.277072,18,3
0.999917,-0.212502,-0.022499,-0.0275,0.002499,0.037498,0.009998,0.277072,17,2
0.999917,-0.2225,-0.0275,-0.044998,-0.002499,0,-0.009998,0.277072,16,3
0.999917,-0.235001,-0.049999,-0.02,0.014999,-0.022499,-0.012501,0.277072,15,3
0.999917,-0.264999,-0.087498,-0.044998,-0.0425,-0.0425,-0.029999,0.277072,14,3
0.999917,-0.282501,-0.067501,-0.032501,-0.07,-0.047501,-0.017502,0.277072,13,4
0.999917,-0.232502,-0.012501,-0.010002,-0.010002,0.032497,0.049999,0.277072,12,3
0.999917,-0.25,0,-0.037498,-0.014999,0.032501,-0.017498,0.277072,11,3
0.999917,-0.225002,-0.002502,-0.002502,0.039997,0.0075,0.024998,0.277072,10,3
0.999917,-0.1675,0.045002,0.067501,0.115002,0.0825,0.057503,0.277072,9,2
0.999917,-0.135002,0.087498,0.129997,0.0975,0.09,0.032497,0.277072,8,1
0.999917,-0.135002,0.099998,0.147499,0.114998,0.032497,0,0.277072,7,1
0.999917,-0.1325,0.1325,0.100002,0.092503,0.002502,0.002502,0.277072,6,1
0.999917,-0.137501,0.145,0.112499,0.029999,-0.002499,-0.005001,0.277072,5,2
0.999917,-0.127502,0.105,0.0975,0.0075,0.004997,0.009998,0.277072,4,1
0.999917,-0.165001,0.084999,0.002499,-0.029999,-0.0275,-0.037498,0.277072,3,2
0.999917,-0.139999,0.085003,-0.004997,-0.0075,-0.012497,0.025002,0.277072,2,2
0.999917,-0.177502,-0.010002,-0.0425,-0.040001,-0.012501,-0.037502,0.286555,1,2
1.00025,-0.084999,-0.139999,-0.0975,-0.092499,-0.07,-0.012501,0.286555,24,3
1.00025,-0.0825,-0.100002,-0.115002,-0.060001,-0.010002,0.002499,0.286555,23,2
1.00025,-0.064999,-0.077499,-0.072498,-0.049999,0.02,0.017502,0.286555,22,2
1.00025,-0.087498,-0.119999,-0.064999,-0.014999,-0.004997,-0.022499,0.286555,21,3
1.00025,-0.087498,-0.094997,-0.072498,-0.002499,-0.022499,0,0.286555,20,3
1.00025,-0.079998,-0.057499,-0.0075,0.002502,0.0075,0.0075,0.286555,19,2
1.00025,-0.09,-0.075001,-0.005001,-0.025002,-0.002502,-0.010002,0.286555,18,3
1.00025,-0.1325,-0.060001,-0.049999,-0.045002,-0.052502,-0.0425,0.286555,17,4
1.00025,-0.125,-0.040001,-0.060001,-0.037502,-0.035,0.0075,0.286555,16,3
1.00025,-0.102497,-0.019997,-0.014999,-0.022499,0.030003,0.022503,0.286555,15,3
1.00025,-0.107498,-0.0425,-0.02,-0.017498,0.017502,-0.005001,0.286555,14,3
1.00025,-0.094997,-0.0075,-0.014999,0.037502,0.0075,0.012501,0.286555,13,3
1.00025,-0.084999,0.002499,0.005001,0.040001,0.022499,0.009998,0.286555,12,3
1.00025,-0.0825,-0.002502,0.049999,0.019997,0.012497,0.002499,0.286555,11,2
1.00025,-0.087498,0.002502,0.037502,0.02,-0.002499,-0.004997,0.286555,10,3
1.00025,-0.092499,0.040001,0.009998,0.002499,-0.009998,-0.005001,0.286555,9,3
1.00025,-0.107498,0.017502,0,-0.022499,-0.02,-0.014999,0.286555,8,3
1.00025,-0.079998,0.022499,0.014999,0.002502,0.012501,0.0275,0.286555,7,2
1.00025,-0.064999,0.0425,0.02,0.022499,0.0425,0.014999,0.286555,6,2
1.00025,-0.022499,0.072498,0.060001,0.07,0.057499,0.0425,0.286555,5,2
1.00025,-0.039997,0.045002,0.047501,0.067501,0.025002,-0.017498,0.286555,4,2
1.00025,-0.039997,0.042503,0.052502,0.040001,-0.017498,0,0.286555,3,2
1.00025,-0.0275,0.059998,0.079998,0.037498,0.012497,0.012497,0.286555,2,2
1.00025,-0.0425,0.049999,0.037498,-0.02,-0.002502,-0.014999,0.279916,1,2
0.998292,-0.032497,0.067501,0.017502,0.014999,-0.037498,-0.035,0.279916,24,4
0.998292,0.030003,0.095001,0.0825,0.055,0.0275,0.0625,0.279916,23,4
0.998292,0.0275,0.077499,0.074997,0.022499,0.059998,-0.002502,0.279916,22,4
0.998292,0.107502,0.16,0.1325,0.105,0.077499,0.080002,0.279916,21,4
0.998292,0.112503,0.16,0.107502,0.145,0.085003,0.005001,0.279916,20,4
0.998292,0.112503,0.137501,0.110001,0.0825,0.005001,0,0.279916,19,4
0.998292,0.205002,0.200001,0.237499,0.177502,0.092499,0.092499,0.279916,18,4
0.998292,0.160004,0.157501,0.130001,0.052502,0.047501,-0.044998,0.279916,17,4
0.998292,0.065002,0.0975,0.037502,-0.047501,-0.139999,-0.095001,0.279916,16,4
0.998292,0.047501,0.017498,-0.060001,-0.065002,-0.112503,-0.017502,0.279916,15,4
0.998292,0.010002,-0.017498,-0.102501,-0.195,-0.055,-0.037498,0.279916,14,4
0.998292,-0.0075,-0.115002,-0.120003,-0.167503,-0.055,-0.017502,0.279916,13,4
0.998292,-0.024998,-0.137501,-0.23,-0.09,-0.035,-0.017498,0.279916,12,4
0.998292,-0.024998,-0.137501,-0.185001,-0.072498,-0.017498,0,0.279916,11,4
0.998292,0.092503,-0.112499,0.0275,0.0825,0.1175,0.1175,0.279916,10,4
0.998292,0.135002,-0.025002,0.087502,0.142502,0.16,0.0425,0.279916,9,4
0.998292,0.215,0.149998,0.204998,0.239998,0.122498,0.079998,0.279916,8,4
0.998292,0.167503,0.120003,0.175003,0.192501,0.032501,-0.047497,0.279916,7,4
0.998292,0.255001,0.244999,0.279999,0.162498,0.040001,0.087498,0.279916,6,4
0.998292,0.252502,0.260002,0.2775,0.1175,0.084999,-0.002499,0.279916,5,4
0.998292,0.252502,0.2775,0.16,0.037502,-0.002499,0,0.279916,4,4
0.998292,0.280003,0.305,0.145,0.112499,0.0275,0.0275,0.279916,3,4
0.998292,0.370003,0.2775,0.155003,0.115002,0.1175,0.09,0.279916,2,3
0.998292,0.4575,0.322498,0.289997,0.204998,0.177498,0.087498,0.370562,1,2
0.999545,0.010002,-0.059998,0.029999,-0.0275,0.014999,0.017502,0.370562,24,0
0.999545,0.0075,0.019997,0.002499,-0.015003,0.014999,-0.002502,0.370562,23,0
0.999545,0.035,0.054996,-0.002502,0.039997,0.024998,0.0275,0.370562,22,0
0.999545,0.032501,0.0275,0.009998,0.040001,0.025002,-0.002499,0.370562,21,0
0.999545,0,-0.037502,0.004997,-0.010002,-0.035,-0.032501,0.370562,20,0
0.999545,0.072502,0.049999,0.080002,0.065002,0.040001,0.072502,0.370562,19,0
0.999545,-0.004997,0,-0.014999,-0.039997,-0.004997,-0.077499,0.370562,18,0
0.999545,-0.0275,-0.02,-0.035,-0.060001,-0.100002,-0.022503,0.370562,17,0
0.999545,-0.032497,-0.0425,-0.067497,-0.032497,-0.0275,-0.004997,0.370562,16,0
0.999545,-0.109997,-0.117496,-0.142498,-0.182499,-0.082497,-0.077499,0.370562,15,1
0.999545,-0.087498,-0.122498,-0.087498,-0.0825,-0.055,0.022499,0.370562,14,0
0.999545,-0.129997,-0.162498,-0.202499,-0.102497,-0.02,-0.0425,0.370562,13,1
0.999545,-0.049999,-0.049999,-0.045002,-0.017502,0.037498,0.079998,0.370562,12,0
0.999545,-0.084999,-0.157501,-0.057499,0.024998,0.044998,-0.035,0.370562,11,0
0.999545,-0.077499,-0.072502,-0.045002,0.009998,-0.0275,0.0075,0.370562,10,0
0.999545,-0.064999,-0.037498,0.044998,0.064999,0.02,0.012501,0.370562,9,0
0.999545,-0.009998,0.022499,0.077499,0.040001,0.067501,0.055,0.370562,8,0
0.999545,-0.035,0.074997,0.094997,0.049999,0.029999,-0.025002,0.370562,7,0
0.999545,-0.0275,0.059998,0.022499,0.049999,-0.017502,0.0075,0.370562,6,0
0.999545,-0.084999,0.044998,0,-0.02,-0.049999,-0.057499,0.370562,5,0
0.999545,-0.099998,-0.049999,-0.022499,-0.09,-0.072498,-0.014999,0.370562,4,0
0.999545,-0.099998,-0.014999,-0.035,-0.064999,-0.014999,0,0.370562,3,0
0.999545,-0.147499,-0.07,-0.137501,-0.119999,-0.047501,-0.047501,0.370562,2,1
0.999545,-0.199997,-0.134998,-0.164997,-0.114998,-0.099998,-0.052498,0.356047,1,2
1.000499,-0.025002,0.037498,0.024998,-0.017502,-0.0075,-0.014999,0.356047,24,4
1.000499,-0.037498,-0.019997,-0.017498,-0.009998,-0.027496,-0.012497,0.356047,23,4
1.000499,-0.02,0.029999,-0.012501,-0.002499,0.005001,0.017498,0.356047,22,3
1.000499,0.009998,0.029999,0.037498,0.02,0.047497,0.029999,0.356047,21,3
1.000499,-0.0075,0,0.010002,0.017502,0.012501,-0.017498,0.356047,20,3
1.000499,0.040001,0.067501,0.050003,0.077499,0.030003,0.047501,0.356047,19,2
1.000499,0.02,0.037502,0.045002,0.040001,0.0275,-0.02,0.356047,18,3
1.000499,0.022499,0.032501,0.059998,0.012501,-0.017502,0.002499,0.356047,17,3
1.000499,0.032501,0.057503,0.052502,0.040001,0.012501,0.010002,0.356047,16,2
1.000499,0.064999,0.102497,0.055,0.024998,0.0425,0.032497,0.356047,15,2
1.000499,0.072498,0.092499,0.079998,0.052498,0.039997,0.0075,0.356047,14,2
1.000499,0.07,0.060001,0.029999,0.047501,0.005001,-0.002499,0.356047,13,2
1.000499,0.075001,0.0825,0.055,0.0425,0.002502,0.005001,0.356047,12,2
1.000499,0.110001,0.07,0.087502,0.045002,0.040001,0.035,0.356047,11,2
1.000499,0.107498,0.087498,0.074997,0.035,0.032497,-0.002502,0.356047,10,2
1.000499,0.139999,0.1175,0.075001,0.07,0.029999,0.032501,0.356047,9,1
1.000499,0.147499,0.114998,0.075001,0.072498,0.040001,0.0075,0.356047,8,1
1.000499,0.127499,0.0625,0.057499,0.017498,-0.012501,-0.02,0.356047,7,1
1.000499,0.134998,0.0625,0.059998,0.0275,-0.012501,0.0075,0.356047,6,1
1.000499,0.18,0.110001,0.07,0.040001,0.052502,0.045002,0.356047,5,0
1.000499,0.147499,0.072498,0.040001,0,0.012501,-0.032501,0.356047,4,1
1.000499,0.127499,0.017498,-0.012501,0,-0.052502,-0.02,0.356047,3,1
1.000499,0.137501,0.030003,-0.009998,0.002502,-0.009998,0.010002,0.356047,2,1
1.000499,0.07,-0.07,-0.057499,-0.110001,-0.057499,-0.067501,0.339535,1,2
1,0.092499,-0.025002,-0.047501,-0.017502,0.0075,-0.005001,0.339535,24,1
1,0.105,-0.014999,-0.02,0.02,0.0075,0.012501,0.339535,23,1
1,0.1175,-0.022499,0.0075,0.032501,0.025002,0.012501,0.339535,22,0
1,0.1175,-0.0075,0.032501,0.02,0.012501,0,0.339535,21,0
1,0.107498,-0.002502,0.022499,0.014999,-0.010002,-0.010002,0.339535,20,1
1,0.095001,0.010002,-0.002499,-0.009998,-0.022499,-0.012497,0.339535,19,1
1,0.099998,0.014999,0.0075,-0.017502,-0.0075,0.004997,0.339535,18,1
1,0.044998,-0.052502,-0.060001,-0.072502,-0.050003,-0.055,0.339535,17,2
1,0.025002,-0.067497,-0.092499,-0.082497,-0.074997,-0.019997,0.339535,16,2
1,0.014999,-0.09,-0.102501,-0.080002,-0.029999,-0.010002,0.339535,15,2
1,-0.012501,-0.130001,-0.119999,-0.112499,-0.037502,-0.0275,0.339535,14,2
1,-0.009998,-0.127499,-0.105,-0.054996,-0.024998,0.002502,0.339535,13,2
1,0,-0.107498,-0.099998,-0.025002,0.012501,0.009998,0.339535,12,2
1,0.009998,-0.085003,-0.035,-0.005001,0.019997,0.009998,0.339535,11,2
1,0.002499,-0.0975,-0.022503,0.014999,0.002499,-0.0075,0.339535,10,2
1,0.012501,-0.032497,-0.002499,0.022499,0.002502,0.010002,0.339535,9,2
1,0.017502,-0.0075,0.030003,0.017502,0.015003,0.005001,0.339535,8,2
1,0.032501,0.017502,0.0425,0.022503,0.02,0.014999,0.339535,7,2
1,0.032501,0.045002,0.032501,0.030003,0.014999,0,0.339535,6,2
1,0.064999,0.074997,0.055,0.052498,0.032497,0.032497,0.339535,5,2
1,0.0625,0.0625,0.060001,0.044998,0.029999,-0.002499,0.339535,4,2
1,0.025002,0.015003,0.012501,-0.0075,-0.039997,-0.037498,0.339535,3,2
1,0.02,0.017502,0.002499,-0.012501,-0.0425,-0.005001,0.339535,2,2
1,0.025002,0.012501,-0.0075,-0.039997,0,0.005001,0.303401,1,2
1.001742,-0.0275,-0.0425,0.017502,0.030003,0.012501,0.012501,0.303401,24,1
1.001742,-0.035,0,0,-0.004997,0.005001,-0.0075,0.303401,23,1
