Jump,retOpen,Returns(120mins),Returns(90mins),Returns(60mins),Returns(30mins),Returns(15mins),ATR,EndBars,Target
0.999549,-0.042503,0.004997,-0.022499,-0.0075,-0.0075,-0.010002,0.365874,7,3
0.999549,-0.037498,0.007507,-0.0075,0.007507,-0.004997,0.005005,0.365874,6,3
0.999549,-0.037498,-0.017494,-0.002495,-0.002495,0.005005,0,0.365874,5,3
0.999549,-0.025002,0.004997,0.020004,0.0075,0.012497,0.012497,0.365874,4,2
0.999549,-0.005005,0.029999,0.029999,0.037498,0.032494,0.019997,0.365874,3,2
0.999549,0.0075,0.052505,0.040001,0.044998,0.032501,0.012505,0.365874,2,2
0.999549,0.012497,0.047501,0.055,0.049995,0.017502,0.004997,0.310655,1,2
0.998948,0.237503,0.175003,0.102501,-0.009995,0.037506,-0.004997,0.310655,24,3
0.998948,0.220001,0.147499,0.037498,0.002502,-0.022499,-0.017502,0.310655,23,3
0.998948,0.227501,0.092499,-0.019997,0.027504,-0.010002,0.0075,0.310655,22,3
0.998948,0.207504,0.025002,-0.009995,-0.034996,-0.012497,-0.019997,0.310655,21,3
0.998948,0.217499,-0.029999,0.017502,-0.020004,-0.010002,0.009995,0.310655,20,3
0.998948,0.212502,-0.004997,-0.029999,-0.0075,0.004997,-0.004997,0.310655,19,3
0.998948,0.264999,0.065002,0.027496,0.037498,0.047501,0.052498,0.310655,18,2
0.998948,0.254997,0.012497,0.034996,0.047493,0.042496,-0.010002,0.310655,17,3
0.998948,0.222504,-0.014999,-0.004997,0.005005,-0.042496,-0.032494,0.310655,16,3
0.998948,0.230003,0.010002,0.022499,0.017502,-0.024994,0.0075,0.310655,15,3
0.998948,0.282501,0.055,0.065002,0.017502,0.059998,0.052498,0.310655,14,2
0.998948,0.285004,0.077499,0.072502,0.030006,0.055,0.002502,0.310655,13,2
0.998948,0.309998,0.092499,0.044998,0.087494,0.027496,0.024994,0.310655,12,2
0.998948,0.3125,0.099998,0.057503,0.082497,0.027496,0.002502,0.310655,11,2
0.998948,0.297501,0.032501,0.074997,0.014999,-0.012497,-0.014999,0.310655,10,2
0.998948,0.315002,0.060005,0.084999,0.029999,0.002502,0.017502,0.310655,9,2
0.998948,0.322502,0.099998,0.040001,0.012505,0.025002,0.0075,0.310655,8,2
0.998948,0.315002,0.084999,0.029999,0.002502,0,-0.0075,0.310655,7,2
0.998948,0.317497,0.034996,0.0075,0.019997,-0.005005,0.002495,0.310655,6,2
0.998948,0.307503,0.022499,-0.004997,-0.0075,-0.0075,-0.009995,0.310655,5,2
0.998948,0.322502,0.012505,0.025002,0,0.005005,0.014999,0.310655,4,2
0.998948,0.324997,0.012497,0.009995,0.009995,0.017494,0.002495,0.310655,3,2
0.998948,0.32,0.022499,-0.002502,0.002502,-0.002502,-0.004997,0.310655,2,2
0.998948,0.302498,-0.012505,-0.012505,-0.005005,-0.022499,-0.017502,0.326117,1,2
1.002172,0.114998,0.095001,0.029999,0.014999,0.022499,0.019997,0.326117,24,3
1.002172,0.110001,0.050003,-0.019997,0.020004,0.014999,-0.004997,0.326117,23,4
1.002172,0.110001,0.025002,0.010002,0.017502,-0.004997,0,0.326117,22,4
1.002172,0.1175,-0.012497,0.027504,0.022499,0.0075,0.0075,0.326117,21,3
1.002172,0.125,0.025002,0.032501,0.010002,0.014999,0.0075,0.326117,20,3
1.002172,0.144997,0.055,0.049995,0.034996,0.027496,0.019997,0.326117,19,3
1.002172,0.129997,0.037498,0.014999,0.019997,0.004997,-0.014999,0.326117,18,3
1.002172,0.159996,0.064995,0.049995,0.042496,0.014999,0.029999,0.326117,17,3
1.002172,0.157501,0.042503,0.047501,0.032501,0.027504,-0.002495,0.326117,16,3
1.002172,0.162498,0.052498,0.044998,0.017502,0.002502,0.004997,0.326117,15,3
1.002172,0.150002,0.040001,0.025002,0.020004,-0.0075,-0.012497,0.326117,14,3
1.002172,0.112495,-0.005005,-0.032501,-0.047501,-0.050003,-0.037506,0.326117,13,3
1.002172,0.127495,0.002495,-0.002502,-0.030006,-0.022507,0.014999,0.326117,12,3
1.002172,0.1875,0.042503,0.027504,0.025002,0.075005,0.060005,0.326117,11,2
1.002172,0.1875,0.057503,0.029999,0.037498,0.060005,0,0.326117,10,2
1.002172,0.202499,0.042503,0.040001,0.090004,0.014999,0.014999,0.326117,9,2
1.002172,0.212502,0.055,0.0625,0.085007,0.025002,0.010002,0.326117,8,2
1.002172,0.205002,0.042503,0.092506,0.017502,0.002502,-0.0075,0.326117,7,2
1.002172,0.195,0.044998,0.067505,0.0075,-0.017502,-0.010002,0.326117,6,2
1.002172,0.1875,0.075005,0,-0.014999,-0.017502,-0.0075,0.326117,5,2
1.002172,0.205002,0.077507,0.017502,-0.0075,0.010002,0.017502,0.326117,4,2
1.002172,0.217499,0.029999,0.014999,0.012497,0.029999,0.012497,0.326117,3,2
1.002172,0.207497,0.019997,-0.005005,0.012497,0.002495,-0.010002,0.326117,2,2
1.002172,0.212502,0.010002,0.0075,0.025002,-0.004997,0.005005,0.340839,1,2
0.999329,-0.137497,-0.092499,-0.010002,0.010002,0.004997,-0.044998,0.340839,24,0
0.999329,-0.139999,-0.032501,0.017494,0.027496,-0.047501,-0.002502,0.340839,23,0
0.999329,-0.184998,-0.057503,-0.037498,-0.042503,-0.047501,-0.044998,0.340839,22,1
0.999329,-0.207497,-0.050003,-0.040001,-0.114998,-0.067497,-0.022499,0.340839,21,2
0.999329,-0.197495,-0.049995,-0.055,-0.059998,-0.012497,0.010002,0.340839,20,1
0.999329,-0.195,-0.027504,-0.102501,-0.055,0.012497,0.002495,0.340839,19,1
0.999329,-0.244995,-0.102501,-0.107498,-0.059998,-0.047501,-0.049995,0.340839,18,2
0.999329,-0.229996,-0.137497,-0.089996,-0.022499,-0.034996,0.014999,0.340839,17,2
0.999329,-0.2425,-0.105003,-0.057503,-0.045006,0.002495,-0.012505,0.340839,16,2
0.999329,-0.25,-0.110001,-0.042503,-0.055,-0.020004,-0.0075,0.340839,15,2
0.999329,-0.189995,-0.004997,0.0075,0.055,0.052505,0.060005,0.340839,14,1
0.999329,-0.18,0.027496,0.014999,0.049995,0.07,0.009995,0.340839,13,1
0.999329,-0.217499,-0.020004,0.027496,0.025002,-0.027504,-0.037498,0.340839,12,2
0.999329,-0.202499,-0.0075,0.027496,0.047501,-0.022499,0.014999,0.340839,11,1
0.999329,-0.192497,0.052498,0.050003,-0.002502,0.025002,0.010002,0.340839,10,1
0.999329,-0.202499,0.027496,0.047501,-0.022499,0,-0.010002,0.340839,9,1
0.999329,-0.184998,0.057503,0.004997,0.032501,0.0075,0.017502,0.340839,8,1
0.999329,-0.182495,0.067505,-0.002495,0.020004,0.020004,0.002502,0.340839,7,1
0.999329,-0.199997,-0.010002,0.017502,-0.0075,-0.014999,-0.017502,0.340839,6,1
0.999329,-0.189995,-0.009995,0.012505,0.012505,-0.0075,0.010002,0.340839,5,1
0.999329,-0.2425,-0.025002,-0.050003,-0.057503,-0.042503,-0.052505,0.340839,4,2
0.999329,-0.274994,-0.072495,-0.072495,-0.092499,-0.084999,-0.032494,0.340839,3,2
0.999329,-0.254997,-0.0625,-0.07,-0.055,-0.012497,0.019997,0.340839,2,2
0.999329,-0.25,-0.047501,-0.067505,-0.060005,0.024994,0.004997,0.340004,1,2
0.997044,-0.045006,0,-0.055,-0.067505,-0.060005,-0.032501,0.340004,24,3
0.997044,-0.045006,-0.035004,-0.065002,-0.042503,-0.032501,0,0.340004,23,3
0.997044,-0.092506,-0.102501,-0.115005,-0.107506,-0.047501,-0.047501,0.340004,22,4
0.997044,-0.067505,-0.087502,-0.065002,-0.055,-0.022499,0.025002,0.340004,21,4
0.997044,-0.112503,-0.135002,-0.127502,-0.067497,-0.019997,-0.044998,0.340004,20,4
0.997044,-0.120003,-0.1175,-0.107498,-0.074997,-0.052498,-0.0075,0.340004,19,4
0.997044,-0.095001,-0.110001,-0.049995,-0.002495,0.017502,0.025002,0.340004,18,4
0.997044,-0.045006,-0.032501,0,0.022499,0.074997,0.049995,0.340004,17,3
0.997044,-0.035004,0.010002,0.057503,0.077499,0.059998,0.010002,0.340004,16,3
0.997044,-0.037506,0.0075,0.029999,0.082497,0.0075,-0.002502,0.340004,15,3
0.997044,-0.010002,0.082504,0.102501,0.084999,0.025002,0.027504,0.340004,14,3
0.997044,0.022499,0.090004,0.142502,0.067505,0.060005,0.032501,0.340004,13,2
0.997044,0.059998,0.172501,0.154999,0.095001,0.07,0.037498,0.340004,12,2
0.997044,0.044998,0.165001,0.090004,0.082504,0.022499,-0.014999,0.340004,11,2
0.997044,0.032494,0.127495,0.067497,0.042496,-0.027504,-0.012505,0.340004,10,2
0.997044,0.049995,0.095001,0.087502,0.027496,0.004997,0.017502,0.340004,9,2
0.997044,0.027496,0.0625,0.037498,-0.032501,-0.004997,-0.022499,0.340004,8,2
0.997044,0.037498,0.075005,0.014999,-0.0075,-0.012497,0.010002,0.340004,7,2
0.997044,0,0.010002,-0.059998,-0.032494,-0.027496,-0.037498,0.340004,6,2
0.997044,-0.025002,-0.047501,-0.07,-0.074997,-0.0625,-0.025002,0.340004,5,3
0.997044,-0.005005,-0.065002,-0.037498,-0.032501,-0.005005,0.019997,0.340004,4,2
0.997044,0.002495,-0.042503,-0.047501,-0.035004,0.027496,0.0075,0.340004,3,2
0.997044,0.059998,0.027504,0.032501,0.059998,0.065002,0.057503,0.340004,2,2
0.997044,0.037498,-0.012497,0,0.0625,0.035004,-0.022499,0.340002,1,2
1.003225,-0.029999,-0.052498,-0.040001,-0.047501,-0.010002,0.002502,0.340002,24,0
1.003225,-0.089996,-0.162498,-0.082497,-0.040001,-0.057495,-0.059998,0.340002,23,0
1.003225,-0.07,-0.080002,-0.087502,-0.050003,-0.040001,0.019997,0.340002,22,0
1.003225,-0.07,-0.0625,-0.020004,-0.037498,0.019997,0,0.340002,21,0
1.003225,-0.037498,-0.055,-0.017502,-0.0075,0.032501,0.032501,0.340002,20,0
1.003225,-0.032501,0.017494,0,0.057495,0.037498,0.004997,0.340002,19,0
1.003225,-0.084999,-0.065002,-0.055,-0.014999,-0.047501,-0.052498,0.340002,18,0
1.003225,-0.122498,-0.089996,-0.032501,-0.052498,-0.089996,-0.037498,0.340002,17,0
1.003225,-0.162498,-0.1325,-0.092499,-0.125,-0.077499,-0.040001,0.340002,16,1
1.003225,-0.192497,-0.102501,-0.122498,-0.159996,-0.07,-0.029999,0.340002,15,2
1.003225,-0.110001,-0.040001,-0.072502,-0.025002,0.052498,0.082497,0.340002,14,0
1.003225,-0.139999,-0.07,-0.107498,-0.017502,0.052498,-0.029999,0.340002,13,1
1.003225,-0.122498,-0.084999,-0.037498,0.040001,-0.012497,0.017502,0.340002,12,0
1.003225,-0.1875,-0.154999,-0.065002,0.004997,-0.047501,-0.065002,0.340002,11,2
1.003225,-0.222496,-0.137497,-0.059998,-0.112495,-0.099998,-0.034996,0.340002,10,2
1.003225,-0.192497,-0.07,0,-0.052498,-0.004997,0.029999,0.340002,9,2
1.003225,-0.209999,-0.047501,-0.099998,-0.087502,0.012497,-0.017502,0.340002,8,2
1.003225,-0.212494,-0.019997,-0.072495,-0.024994,-0.019997,-0.002495,0.340002,7,2
1.003225,-0.207497,-0.097496,-0.084999,0.014999,0.002502,0.004997,0.340002,6,2
1.003225,-0.197495,-0.057495,-0.009995,-0.004997,0.014999,0.010002,0.340002,5,2
1.003225,-0.202499,-0.080002,0.019997,0.0075,0.004997,-0.005005,0.340002,4,2
1.003225,-0.222496,-0.034996,-0.029999,-0.010002,-0.025002,-0.019997,0.340002,3,2
1.003225,-0.224998,-0.002502,-0.014999,-0.017502,-0.022499,-0.002502,0.340002,2,2
1.003225,-0.232498,-0.040001,-0.020004,-0.035004,-0.010002,-0.0075,0.340001,1,2
0.999512,-0.004997,0.065002,0.012505,0.020004,0.020004,0.042503,0.340001,24,4
0.999512,-0.004997,0.032501,0.014999,0.022499,0.042503,0,0.340001,23,4
0.999512,-0.032501,-0.014999,-0.0075,-0.0075,-0.027504,-0.027504,0.340001,22,4
0.999512,-0.022499,-0.002502,0.004997,0.025002,-0.017502,0.010002,0.340001,21,4
0.999512,0.010002,0.035004,0.035004,0.014999,0.042503,0.032501,0.340001,20,4
0.999512,0.010002,0.037498,0.057503,0.014999,0.032501,0,0.340001,19,4
0.999512,0.010002,0.035004,0.014999,0.042503,0,0,0.340001,18,4
0.999512,0.017502,0.065002,0.022499,0.040001,0.0075,0.0075,0.340001,17,4
0.999512,0.032501,0.037498,0.065002,0.022499,0.022499,0.014999,0.340001,16,3
0.999512,0.005005,0.010002,0.027504,-0.004997,-0.012497,-0.027496,0.340001,15,4
0.999512,0.027504,0.060005,0.017502,0.017502,-0.004997,0.022499,0.340001,14,4
0.999512,0.047501,0.07,0.037498,0.029999,0.042496,0.019997,0.340001,13,3
0.999512,0.077499,0.067497,0.067497,0.044998,0.049995,0.029999,0.340001,12,3
0.999512,0.084999,0.074997,0.067497,0.079994,0.037498,0.0075,0.340001,11,2
0.999512,0.087502,0.077499,0.055,0.059998,0.010002,0.002502,0.340001,10,2
0.999512,0.057503,0.040001,0.052498,0.010002,-0.027496,-0.029999,0.340001,9,3
0.999512,0.107498,0.074997,0.079994,0.029999,0.019997,0.049995,0.340001,8,2
0.999512,0.107498,0.102493,0.059998,0.022499,0.049995,0,0.340001,7,2
0.999512,0.1325,0.104996,0.055,0.044998,0.025002,0.025002,0.340001,6,2
0.999512,0.1175,0.07,0.032501,0.059998,0.010002,-0.014999,0.340001,5,2
0.999512,0.1325,0.055,0.044998,0.025002,0,0.014999,0.340001,4,2
0.999512,0.147499,0.0625,0.089996,0.040001,0.029999,0.014999,0.340001,3,2
0.999512,0.152504,0.065002,0.045006,0.020004,0.020004,0.005005,0.340001,2,2
0.999512,0.127502,0.07,0.020004,0.010002,-0.019997,-0.025002,0.319999,1,2
0.997977,-0.049995,-0.092499,-0.104996,-0.055,0.0075,0.0075,0.319999,24,2
0.997977,-0.052498,-0.107498,-0.077499,-0.022499,0.004997,-0.002502,0.319999,23,2
0.997977,-0.044998,-0.099998,-0.050003,0.012497,0.004997,0.0075,0.319999,22,1
0.997977,-0.067497,-0.092499,-0.037498,-0.010002,-0.014999,-0.022499,0.319999,21,2
0.997977,-0.067497,-0.072502,-0.010002,-0.017502,-0.022499,0,0.319999,20,2
0.997977,-0.084999,-0.055,-0.027504,-0.032501,-0.017502,-0.017502,0.319999,19,2
0.997977,-0.095001,-0.037506,-0.045006,-0.050003,-0.027504,-0.010002,0.319999,18,2
0.997977,-0.07,-0.012505,-0.017502,-0.002502,0.014999,0.025002,0.319999,17,2
0.997977,-0.080002,-0.030006,-0.035004,-0.012505,0.014999,-0.010002,0.319999,16,2
0.997977,-0.059998,-0.0075,0.0075,0.025002,0.010002,0.020004,0.319999,15,2
0.997977,-0.047501,-0.002502,0.019997,0.047501,0.032501,0.012497,0.319999,14,2
0.997977,-0.074997,-0.0075,0.010002,-0.004997,-0.014999,-0.027496,0.319999,13,2
0.997977,-0.072502,-0.005005,0.022499,0.0075,-0.025002,0.002495,0.319999,12,2
0.997977,-0.084999,0,-0.014999,-0.025002,-0.010002,-0.012497,0.319999,11,2
0.997977,-0.097496,-0.002495,-0.017494,-0.049995,-0.024994,-0.012497,0.319999,10,2
0.997977,-0.074997,-0.004997,-0.014999,0,0.010002,0.022499,0.319999,9,2
0.997977,-0.059998,0.020004,-0.012497,0.012505,0.037498,0.014999,0.319999,8,2
0.997977,-0.057495,0.002502,0.017502,0.027504,0.017502,0.002502,0.319999,7,2
0.997977,-0.07,-0.022499,0.002502,0.027496,-0.010002,-0.012505,0.319999,6,2
0.997977,-0.110001,-0.035004,-0.025002,-0.035004,-0.052505,-0.040001,0.319999,5,2
0.997977,-0.104996,-0.032494,-0.0075,-0.044998,-0.034996,0.005005,0.319999,4,2
0.997977,-0.084999,0,-0.010002,-0.027504,0.025002,0.019997,0.319999,3,2
0.997977,-0.084999,0.012497,-0.025002,-0.014999,0.019997,0,0.319999,2,2
0.997977,-0.092499,-0.017502,-0.035004,0.017502,-0.0075,-0.0075,0.304374,1,2
0.999286,0.122498,0.0625,0.024994,0.002495,-0.017502,-0.002502,0.304374,24,1
0.999286,0.125,0.074997,0.019997,-0.010002,0,0.002502,0.304374,23,1
0.999286,0.122498,0.024994,0.002495,-0.017502,0,-0.002502,0.304374,22,1
0.999286,0.120003,0.014999,-0.014999,-0.004997,-0.004997,-0.002495,0.304374,21,1
0.999286,0.135002,0.014999,-0.004997,0.012505,0.012505,0.014999,0.304374,20,1
0.999286,0.142502,0.0075,0.017502,0.017502,0.022499,0.0075,0.304374,19,0
0.999286,0.125,-0.014999,0.002502,0.002502,-0.010002,-0.017502,0.304374,18,1
0.999286,0.120003,-0.004997,-0.004997,0,-0.022499,-0.004997,0.304374,17,1
0.999286,0.112503,-0.009995,-0.009995,-0.022499,-0.012497,-0.0075,0.304374,16,1
0.999286,0.127502,0.002502,0.0075,-0.014999,0.0075,0.014999,0.304374,15,1
0.999286,0.110001,-0.012497,-0.025002,-0.014999,-0.002502,-0.017502,0.304374,14,1
0.999286,0.1175,-0.002502,-0.025002,-0.002502,-0.010002,0.0075,0.304374,13,1
0.999286,0.135002,0,0.010002,0.022499,0.025002,0.017502,0.304374,12,1
0.999286,0.114998,-0.027504,-0.005005,-0.012505,-0.002502,-0.020004,0.304374,11,1
0.999286,0.105003,-0.019997,-0.0075,-0.004997,-0.029999,-0.009995,0.304374,10,1
0.999286,0.087502,-0.032501,-0.040001,-0.029999,-0.027496,-0.017502,0.304374,9,1
0.999286,0.072502,-0.040001,-0.037498,-0.0625,-0.032501,-0.014999,0.304374,8,2
0.999286,0.102501,-0.025002,-0.014999,-0.012497,0.014999,0.029999,0.304374,7,1
0.999286,0.077499,-0.032501,-0.057503,-0.027504,0.004997,-0.025002,0.304374,6,2
0.999286,0.072502,-0.044998,-0.042496,-0.014999,-0.029999,-0.004997,0.304374,5,2
0.999286,0.095001,-0.040001,-0.010002,0.022499,0.017502,0.022499,0.304374,4,1
0.999286,0.084999,-0.029999,-0.002502,-0.017502,0.012497,-0.010002,0.304374,3,1
0.999286,0.059998,-0.045006,-0.012505,-0.017502,-0.035004,-0.025002,0.304374,2,2
0.999286,0.037498,-0.050003,-0.065002,-0.035004,-0.047501,-0.022499,0.268282,1,2
1.001053,0.022499,-0.010002,0.024994,0.014999,0.009995,0.012497,0.268282,24,2
1.001053,0.035004,0.012505,0.032501,0.032501,0.025002,0.012505,0.268282,23,2
1.001053,0.030006,0.032501,0.022507,0.017502,0.007507,-0.004997,0.268282,22,2
1.001053,-0.0075,-0.010002,-0.010002,-0.017502,-0.042503,-0.037506,0.268282,21,2
1.001053,-0.012497,-0.019997,-0.025002,-0.034996,-0.042503,-0.004997,0.268282,20,2
1.001053,-0.017494,-0.019997,-0.027496,-0.052498,-0.009995,-0.004997,0.268282,19,2
1.001053,-0.017494,-0.029999,-0.039993,-0.047501,-0.004997,0,0.268282,18,2
1.001053,-0.032494,-0.042496,-0.067497,-0.024994,-0.014999,-0.014999,0.268282,17,2
1.001053,-0.032494,-0.054993,-0.0625,-0.019997,-0.014999,0,0.268282,16,2
1.001053,-0.072495,-0.107498,-0.064995,-0.055,-0.040001,-0.040001,0.268282,15,3
1.001053,-0.114998,-0.145004,-0.102501,-0.097504,-0.082504,-0.042503,0.268282,14,4
1.001053,-0.089996,-0.082497,-0.072502,-0.057503,-0.017502,0.025002,0.268282,13,3
1.001053,-0.089996,-0.077499,-0.072502,-0.057503,0.025002,0,0.268282,12,3
1.001053,-0.072495,-0.055,-0.040001,0,0.017502,0.017502,0.268282,11,3
1.001053,-0.087494,-0.07,-0.055,0.027504,0.002502,-0.014999,0.268282,10,3
1.001053,-0.07,-0.037506,0.002495,0.019997,0.002495,0.017494,0.268282,9,3
1.001053,-0.067497,-0.035004,0.047501,0.022499,0.019997,0.002502,0.268282,8,3
1.001053,-0.0625,0.009995,0.027496,0.009995,0.0075,0.004997,0.268282,7,3
1.001053,-0.059998,0.055,0.029999,0.027496,0.0075,0.002502,0.268282,6,3
1.001053,-0.047501,0.042496,0.024994,0.022499,0.014999,0.012497,0.268282,5,3
1.001053,-0.024994,0.065002,0.0625,0.042503,0.035004,0.022507,0.268282,4,2
1.001053,-0.029999,0.042496,0.040001,0.032501,0.017502,-0.005005,0.268282,3,2
1.001053,-0.022499,0.064995,0.044998,0.037498,0.002495,0.0075,0.268282,2,2
1.001053,0.002502,0.072502,0.065002,0.050003,0.032501,0.025002,0.243711,1,2
0.99632,-0.202499,-0.154999,-0.084999,-0.005005,0.037498,0.012497,0.243711,24,0
0.99632,-0.264999,-0.207504,-0.065002,-0.075005,-0.050003,-0.0625,0.243711,23,0
0.99632,-0.302498,-0.184998,-0.105003,-0.0625,-0.099998,-0.037498,0.243711,22,0
0.99632,-0.279999,-0.080002,-0.090004,-0.065002,-0.014999,0.022499,0.243711,21,0
0.99632,-0.334999,-0.137505,-0.095001,-0.1325,-0.032501,-0.055,0.243711,20,0
0.99632,-0.342499,-0.152504,-0.127502,-0.077499,-0.0625,-0.0075,0.243711,19,0
0.99632,-0.327499,-0.087502,-0.125,-0.025002,0.0075,0.014999,0.243711,18,0
0.99632,-0.404999,-0.190002,-0.139999,-0.125,-0.0625,-0.077499,0.243711,17,0
0.99632,-0.445,-0.2425,-0.142502,-0.110001,-0.1175,-0.040001,0.243711,16,0
0.99632,-0.414993,-0.149994,-0.134995,-0.072495,-0.009995,0.030006,0.243711,15,0
0.99632,-0.452499,-0.150002,-0.1175,-0.125,-0.0075,-0.037506,0.243711,14,1
0.99632,-0.469994,-0.189995,-0.127495,-0.064995,-0.055,-0.017494,0.243711,13,1
0.99632,-0.502495,-0.167496,-0.174995,-0.057495,-0.049995,-0.032501,0.243711,12,2
0.99632,-0.459999,-0.1175,-0.055,-0.045006,0.009995,0.042496,0.243711,11,1
0.99632,-0.482498,-0.154999,-0.037498,-0.029999,0.019997,-0.022499,0.243711,10,1
0.99632,-0.43,-0.025002,-0.015007,0.039993,0.029999,0.052498,0.243711,9,0
0.99632,-0.419998,0.025002,0.032501,0.082497,0.0625,0.010002,0.243711,8,0
0.99632,-0.375,0.039993,0.094994,0.084999,0.055,0.044998,0.243711,7,0
0.99632,-0.384995,0.067505,0.1175,0.097504,0.035004,-0.009995,0.243711,6,0
0.99632,-0.384995,0.084999,0.075005,0.045006,-0.009995,0,0.243711,5,0
0.99632,-0.412498,0.089996,0.07,0.0075,-0.027504,-0.027504,0.243711,4,0
0.99632,-0.477493,-0.017494,-0.047493,-0.102493,-0.092499,-0.064995,0.243711,3,1
0.99632,-0.494995,-0.012497,-0.074997,-0.110001,-0.082497,-0.017502,0.243711,2,1
0.99632,-0.544998,-0.114998,-0.169998,-0.160004,-0.067505,-0.050003,0.380909,1,2
1.003953,-0.157501,-0.052498,-0.019997,-0.010002,-0.019997,-0.027504,0.380909,24,1
1.003953,-0.18,-0.080002,-0.0075,-0.050003,-0.050003,-0.022499,0.380909,23,2
1.003953,-0.182503,-0.044998,-0.035004,-0.044998,-0.025002,-0.002502,0.380909,22,2
1.003953,-0.175003,-0.002502,-0.045006,-0.045006,0.004997,0.0075,0.380909,21,1
1.003953,-0.162498,-0.014999,-0.024994,-0.004997,0.020004,0.012505,0.380909,20,1
1.003953,-0.165001,-0.035004,-0.035004,0.014999,0.010002,-0.002502,0.380909,19,1
1.003953,-0.207504,-0.07,-0.050003,-0.025002,-0.045006,-0.042503,0.380909,18,2
1.003953,-0.2425,-0.112503,-0.0625,-0.067497,-0.077499,-0.034996,0.380909,17,2
1.003953,-0.245003,-0.087502,-0.0625,-0.082504,-0.037498,-0.002502,0.380909,16,2
1.003953,-0.279999,-0.099998,-0.104996,-0.114998,-0.037498,-0.034996,0.380909,15,3
1.003953,-0.300003,-0.1175,-0.137505,-0.092499,-0.055,-0.020004,0.380909,14,3
1.003953,-0.325005,-0.150002,-0.160004,-0.082504,-0.045006,-0.025002,0.380909,13,4
1.003953,-0.32,-0.157501,-0.112495,-0.074997,-0.019997,0.005005,0.380909,12,3
1.003953,-0.297501,-0.1325,-0.055,-0.017502,0.027504,0.022499,0.380909,11,3
1.003953,-0.272499,-0.064995,-0.027496,0.027504,0.047501,0.025002,0.380909,10,3
1.003953,-0.300003,-0.057503,-0.020004,0.025002,-0.002502,-0.027504,0.380909,9,3
1.003953,-0.315002,-0.07,-0.014999,0.004997,-0.042503,-0.014999,0.380909,8,3
1.003953,-0.309998,-0.029999,0.015007,-0.012497,-0.009995,0.005005,0.380909,7,3
1.003953,-0.287498,0.012505,0.032501,-0.014999,0.027504,0.022499,0.380909,6,3
1.003953,-0.300003,0.025002,-0.002502,0,0.009995,-0.012505,0.380909,5,3
1.003953,-0.277504,0.042496,-0.005005,0.037498,0.009995,0.022499,0.380909,4,3
1.003953,-0.230003,0.067497,0.07,0.079994,0.07,0.047501,0.380909,3,2
1.003953,-0.202499,0.07,0.112503,0.084999,0.075005,0.027504,0.380909,2,2
1.003953,-0.224998,0.075005,0.084999,0.075005,0.005005,-0.022499,0.373807,1,2
0.999734,-0.1175,0.022499,0.019997,0.044998,0.010002,0.014999,0.373807,24,4
0.999734,-0.107498,0.042503,0.037506,0.040001,0.025002,0.010002,0.373807,23,4
0.999734,-0.110001,0.027496,0.052498,0.017502,0.0075,-0.002502,0.373807,22,4
0.999734,-0.110001,0.035004,0.037498,0.022499,-0.002502,0,0.373807,21,4
0.999734,-0.099998,0.0625,0.027504,0.017502,0.010002,0.010002,0.373807,20,4
0.999734,-0.102501,0.044998,0.029999,0.004997,0.0075,-0.002502,0.373807,19,4
0.999734,-0.077499,0.050003,0.040001,0.032501,0.022499,0.025002,0.373807,18,4
0.999734,-0.077499,0.055,0.029999,0.032501,0.025002,0,0.373807,17,4
0.999734,-0.084999,0.032501,0.025002,0.014999,-0.0075,-0.0075,0.373807,16,4
0.999734,-0.087502,0.019997,0.022499,0.014999,-0.010002,-0.002502,0.373807,15,4
0.999734,-0.014999,0.095001,0.084999,0.0625,0.07,0.072502,0.373807,14,4
0.999734,0.037498,0.147499,0.139999,0.114998,0.125,0.052498,0.373807,13,4
0.999734,0.077499,0.177498,0.154999,0.162498,0.092499,0.040001,0.373807,12,3
0.999734,0.1175,0.220001,0.195,0.205002,0.080002,0.040001,0.373807,11,2
0.999734,0.125,0.202499,0.209999,0.139999,0.047501,0.0075,0.373807,10,2
0.999734,0.1175,0.195,0.205002,0.080002,0,-0.0075,0.373807,9,2
0.999734,0.135002,0.220001,0.150002,0.057503,0.010002,0.017502,0.373807,8,2
0.999734,0.1325,0.220001,0.095001,0.014999,0.014999,-0.002502,0.373807,7,2
0.999734,0.222496,0.237495,0.144997,0.097496,0.087494,0.089996,0.373807,6,1
0.999734,0.192497,0.154999,0.074997,0.074997,0.059998,-0.029999,0.373807,5,1
0.999734,0.197502,0.120003,0.072502,0.0625,-0.024994,0.005005,0.373807,4,1
0.999734,0.172501,0.055,0.055,0.040001,-0.019997,-0.025002,0.373807,3,2
0.999734,0.195,0.07,0.059998,-0.027496,-0.002502,0.022499,0.373807,2,1
0.999734,0.142502,0.025002,0.010002,-0.049995,-0.029999,-0.052498,0.382229,1,2
1.002123,0,-0.014999,0.029999,0.035004,-0.042496,-0.040001,0.382229,24,1
1.002123,-0.029999,-0.004997,0.025002,-0.039993,-0.07,-0.029999,0.382229,23,2
1.002123,-0.080002,-0.050003,-0.044998,-0.122498,-0.080002,-0.050003,0.382229,22,2
1.002123,-0.102501,-0.047501,-0.112495,-0.142502,-0.072502,-0.022499,0.382229,21,2
1.002123,-0.080002,-0.044998,-0.122498,-0.080002,0,0.022499,0.382229,20,2
